epoch;loss;sparse_categorical_accuracy
0;1.569614291191101;0.5410458445549011
0;1.4507681131362915;0.4261063039302826
0;1.3685812950134277;0.4063785970211029
0;1.393839716911316;0.38449081778526306
0;1.3061753511428833;0.37336888909339905
0;1.2583413124084473;0.3751937448978424
0;1.2089169025421143;0.3882988393306732
0;1.6033034324645996;0.3028813898563385
0;1.4710890054702759;0.47842153906822205
0;1.2962182760238647;0.48118719458580017
0;1.3498964309692383;0.37154945731163025
0;1.5880628824234009;0.3084641993045807
0;1.4668426513671875;0.3720148503780365
0;1.3748334646224976;0.4341208040714264
0;1.4862333536148071;0.4364396631717682
0;1.6276946067810059;0.4102745056152344
0;1.5761523246765137;0.8148384094238281
0;1.490086317062378;0.5859336853027344
0;1.454182744026184;0.4052085876464844
0;1.230217695236206;0.40749359130859375
0;1.3046704530715942;0.32886505126953125
0;1.110986351966858;0.5673866271972656
0;1.3105363845825195;0.4022979736328125
0;1.1176562309265137;0.4067573547363281
0;1.2616827487945557;0.3298301696777344
0;0.9939630031585693;0.6758308410644531
0;1.0726144313812256;0.6733818054199219
0;1.1226496696472168;0.6685256958007812
0;1.240783929824829;0.8359870910644531
0;0.8688583970069885;0.5484657287597656
0;0.9074912071228027;0.6618537902832031
0;1.0755386352539062;0.9194297790527344
0;1.241532802581787;0.8411102294921875
0;0.8657970428466797;0.5624923706054688
0;0.9208195209503174;0.6287918090820312
0;1.0547606945037842;0.9219131469726562
0;1.2374321222305298;0.8415679931640625
0;0.7834886312484741;0.5942230224609375
0;0.975151538848877;0.4763641357421875
0;1.0482823848724365;0.9235572814941406
0;1.211082935333252;0.8429489135742188
0;0.8298704624176025;0.5752296447753906
0;0.813652753829956;0.653839111328125
0;1.0451589822769165;0.9210243225097656
0;1.1747342348098755;0.8394546508789062
0;0.8000409603118896;0.5815162658691406
0;0.8066935539245605;0.6481781005859375
0;1.00691556930542;0.9224090576171875
0;1.1360552310943604;0.8348731994628906
0;0.7477821111679077;0.6223716735839844
0;0.7970613241195679;0.6464805603027344
0;0.9513976573944092;0.9281158447265625
0;1.055180311203003;0.8399696350097656
0;0.7321488857269287;0.625091552734375
0;0.7885870933532715;0.6531295776367188
0;0.812245786190033;0.9339332580566406
0;0.8815250396728516;0.8586082458496094
0;0.7546594142913818;0.5960311889648438
0;0.7977516651153564;0.646636962890625
0;0.4604793190956116;0.9351234436035156
0;0.491957426071167;0.8513984680175781
0;0.7181905508041382;0.6250839233398438
0;0.8341162204742432;0.6435699462890625
0;0.2428816556930542;0.9296035766601562
0;0.34790828824043274;0.908050537109375
0;0.7484623789787292;0.5920944213867188
0;0.763164758682251;0.6548042297363281
0;0.22927655279636383;0.9379959106445312
0;0.3589325547218323;0.8850021362304688
0;0.7084436416625977;0.6595878601074219
0;0.7794917821884155;0.6346702575683594
0;0.20297786593437195;0.9435272216796875
0;0.34667423367500305;0.8791275024414062
0;0.6247958540916443;0.682952880859375
0;0.7638434171676636;0.6353492736816406
